152 Q0 11197989 1.0 -3.762518405914306 run_id
152 Q0 1485591 2.0 -3.876310825347901 run_id
152 Q0 7339280 3.0 -3.896261692047119 run_id
152 Q0 59549271 4.0 -5.685095310211182 run_id
152 Q0 2309979 5.0 -6.630953311920166 run_id
152 Q0 1940119 6.0 -6.728747367858887 run_id
152 Q0 22644794 7.0 -6.906707763671875 run_id
152 Q0 17673137 8.0 -7.043148994445801 run_id
152 Q0 15424259 9.0 -7.052390575408936 run_id
152 Q0 30352708 10.0 -7.103555202484131 run_id
152 Q0 20534017 11.0 -7.204203605651856 run_id
152 Q0 14045038 12.0 -7.213302612304687 run_id
152 Q0 2823848 13.0 -7.293808937072754 run_id
152 Q0 17124732 14.0 -7.39048433303833 run_id
152 Q0 62978948 15.0 -7.46174955368042 run_id
152 Q0 9025070 16.0 -7.463637828826904 run_id
152 Q0 40399060 17.0 -7.483943462371826 run_id
152 Q0 52424299 18.0 -7.624239444732666 run_id
152 Q0 29952113 19.0 -7.748568534851074 run_id
152 Q0 65890950 20.0 -7.835206031799316 run_id
152 Q0 12411933 21.0 -7.939658164978027 run_id
152 Q0 176730 22.0 -7.955415725708008 run_id
152 Q0 13268478 23.0 -8.01286792755127 run_id
152 Q0 34026231 24.0 -8.046452522277832 run_id
152 Q0 4828864 25.0 -8.07852840423584 run_id
152 Q0 6545126 26.0 -8.135337829589844 run_id
152 Q0 35562670 27.0 -8.183982849121094 run_id
152 Q0 13461141 28.0 -8.190232276916504 run_id
152 Q0 43667097 29.0 -8.206747055053711 run_id
152 Q0 13331970 30.0 -8.248226165771484 run_id
152 Q0 26691842 31.0 -8.268218040466309 run_id
152 Q0 14894081 32.0 -8.284660339355469 run_id
152 Q0 34603655 33.0 -8.3519926071167 run_id
152 Q0 71185795 34.0 -8.372613906860352 run_id
152 Q0 62040066 35.0 -8.385684967041016 run_id
152 Q0 37649859 36.0 -8.438030242919922 run_id
152 Q0 24761625 37.0 -8.445734977722168 run_id
152 Q0 24296024 38.0 -8.52090835571289 run_id
152 Q0 4734763 39.0 -8.596302032470703 run_id
152 Q0 63433335 40.0 -8.600747108459473 run_id
152 Q0 71880486 41.0 -8.602356910705566 run_id
152 Q0 18884586 42.0 -8.634364128112793 run_id
152 Q0 29180492 43.0 -8.64498233795166 run_id
152 Q0 33541817 44.0 -8.652716636657715 run_id
152 Q0 60705900 45.0 -8.655879020690918 run_id
152 Q0 41354180 46.0 -8.675704956054688 run_id
152 Q0 43646102 47.0 -8.676837921142578 run_id
152 Q0 30863530 48.0 -8.715927124023438 run_id
152 Q0 21857490 49.0 -8.727285385131836 run_id
152 Q0 17640203 50.0 -8.821754455566406 run_id
152 Q0 24878165 51.0 -8.829606056213379 run_id
152 Q0 3583927 52.0 -8.84138011932373 run_id
152 Q0 39794964 53.0 -8.872883796691895 run_id
152 Q0 40358704 54.0 -8.907371520996094 run_id
152 Q0 10646793 55.0 -8.930766105651855 run_id
152 Q0 40834633 56.0 -8.931042671203613 run_id
152 Q0 12013299 57.0 -8.95361042022705 run_id
152 Q0 58944557 58.0 -8.975312232971191 run_id
152 Q0 71678049 59.0 -9.026795387268066 run_id
152 Q0 43217850 60.0 -9.029502868652344 run_id
152 Q0 15523657 61.0 -9.03618621826172 run_id
152 Q0 15120158 62.0 -9.045377731323242 run_id
152 Q0 52221372 63.0 -9.05262279510498 run_id
152 Q0 893151 64.0 -9.057680130004885 run_id
152 Q0 7021576 65.0 -9.103453636169434 run_id
152 Q0 59873434 66.0 -9.120596885681152 run_id
152 Q0 49014573 67.0 -9.18360996246338 run_id
152 Q0 71656553 68.0 -9.183870315551758 run_id
152 Q0 26400881 69.0 -9.18553638458252 run_id
152 Q0 1554502 70.0 -9.23146152496338 run_id
152 Q0 14743483 71.0 -9.26360321044922 run_id
152 Q0 28492527 72.0 -9.269082069396973 run_id
152 Q0 65542567 73.0 -9.273710250854492 run_id
152 Q0 19246141 74.0 -9.276725769042969 run_id
152 Q0 2531343 75.0 -9.286972999572754 run_id
152 Q0 44573966 76.0 -9.310675621032717 run_id
152 Q0 37729380 77.0 -9.32308864593506 run_id
152 Q0 34750129 78.0 -9.323249816894531 run_id
152 Q0 51107172 79.0 -9.343027114868164 run_id
152 Q0 20928879 80.0 -9.347562789916992 run_id
152 Q0 71458919 81.0 -9.357489585876465 run_id
152 Q0 4936664 82.0 -9.382532119750977 run_id
152 Q0 59606282 83.0 -9.415303230285645 run_id
152 Q0 49098297 84.0 -9.431859016418455 run_id
152 Q0 13461364 85.0 -9.447731971740724 run_id
152 Q0 14409782 86.0 -9.451087951660156 run_id
152 Q0 62801202 87.0 -9.456680297851562 run_id
152 Q0 32259041 88.0 -9.466338157653809 run_id
152 Q0 3608914 89.0 -9.46904182434082 run_id
152 Q0 35881727 90.0 -9.475587844848633 run_id
152 Q0 17058733 91.0 -9.495701789855955 run_id
152 Q0 23468947 92.0 -9.50937271118164 run_id
152 Q0 58752833 93.0 -9.515347480773926 run_id
152 Q0 35574505 94.0 -9.544825553894045 run_id
152 Q0 68666913 95.0 -9.54933261871338 run_id
152 Q0 11151333 96.0 -9.564271926879885 run_id
152 Q0 39483099 97.0 -9.565200805664062 run_id
152 Q0 43846724 98.0 -9.591052055358888 run_id
152 Q0 36546686 99.0 -9.593554496765137 run_id
152 Q0 69098554 100.0 -9.608823776245115 run_id
531 Q0 30199617 1.0 -3.4417669773101807 run_id
531 Q0 22220025 2.0 -6.565466403961182 run_id
531 Q0 54964898 3.0 -6.807685375213623 run_id
531 Q0 31157064 4.0 -6.999982833862305 run_id
531 Q0 28789531 5.0 -7.0576581954956055 run_id
531 Q0 6989257 6.0 -7.067269802093506 run_id
531 Q0 26014758 7.0 -7.067922115325928 run_id
531 Q0 23311613 8.0 -7.079372406005859 run_id
531 Q0 8615445 9.0 -7.245673656463623 run_id
531 Q0 8661155 10.0 -7.423449993133545 run_id
531 Q0 53803524 11.0 -7.500665664672852 run_id
531 Q0 24528819 12.0 -7.874927043914795 run_id
531 Q0 2903806 13.0 -7.87620735168457 run_id
531 Q0 33750423 14.0 -8.02104377746582 run_id
531 Q0 3268903 15.0 -8.07420825958252 run_id
531 Q0 11558238 16.0 -8.121341705322266 run_id
531 Q0 11895033 17.0 -8.153076171875 run_id
531 Q0 39341984 18.0 -8.173694610595703 run_id
531 Q0 67507421 19.0 -8.249467849731445 run_id
531 Q0 24683202 20.0 -8.274638175964355 run_id
531 Q0 4564150 21.0 -8.322966575622559 run_id
531 Q0 6093047 22.0 -8.327112197875977 run_id
531 Q0 12476867 23.0 -8.367429733276367 run_id
531 Q0 37530114 24.0 -8.369309425354004 run_id
531 Q0 59664067 25.0 -8.39464282989502 run_id
531 Q0 11952284 26.0 -8.471955299377441 run_id
531 Q0 11957889 27.0 -8.479153633117676 run_id
531 Q0 16647845 28.0 -8.528820991516113 run_id
531 Q0 23229173 29.0 -8.548927307128906 run_id
531 Q0 26814445 30.0 -8.563491821289062 run_id
531 Q0 25436873 31.0 -8.56704044342041 run_id
531 Q0 3782980 32.0 -8.576339721679688 run_id
531 Q0 26031039 33.0 -8.59334945678711 run_id
531 Q0 26063887 34.0 -8.598710060119629 run_id
531 Q0 1373219 35.0 -8.614021301269531 run_id
531 Q0 48350965 36.0 -8.671558380126953 run_id
531 Q0 37567876 37.0 -8.691827774047852 run_id
